"network","drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","sigma.rate","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"High-throughput PPI","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",5,1,1,30,15,"0","LCX","SMM","DNA gyrase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.035786666,-0.003777611,0.054128867,0.029093889,-0.059760189,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Sulfamonomethoxine","DNA gyrase-folic acid biosynthesis","DNA-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,1,1,0,0,0,0,0,0,0
"High-throughput PPI","Levofloxacin_Triclosan","Levofloxacin","Triclosan",3,11,11,30,20,"0","LCX","TRI","DNA gyrase","other membrane","DNA","membrane","antibiotic","anti-infective",-0.056423791,-0.073373625,0.076207711,0.094483175,-0.041675838,-0.057520637,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Levofloxacin-Triclosan","DNA gyrase-other membrane","DNA-membrane","anti-infective-antibiotic",4,0.0012517615591806,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Levofloxacin_Trimethoprim","Levofloxacin","Trimethoprim",4,8,9,30,19,"0","LCX","TMP","DNA gyrase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.105275988,0.123952775,0.087911122,0,-0.046188333,0,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Trimethoprim","DNA gyrase-folic acid biosynthesis","DNA-DNA","antibiotic-antibiotic",1,0.000629838166910599,"connected",0,1,1,0,1,0,0,0,0,1
"High-throughput PPI","Mecillinam_Meropenem","Mecillinam","Meropenem",3,8,8,23,15,"0","MEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.180678916,-0.059210868,-0.52230441,-0.158482509,0.029351836,-0.045894793,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Mecillinam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,0,-1,0,0,0,-1
"High-throughput PPI","Mecillinam_Metformin","Mecillinam","Metformin",3,9,9,33,21,"0","MEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.414384026,0.140236468,0.254120239,0.674525954,0.02924525,-0.036205742,"Antagonism","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Mecillinam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,0.00359381023086882,"connected",0,0,0,1,0,1,0,0,0,2
"High-throughput PPI","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",2,9,9,30,19,"0","MEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.156986703,0.1889792,0.19202335,0.046432186,-0.040441659,0.035043559,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,0.00359381023086882,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Mecillinam_Novobiocin","Mecillinam","Novobiocin",2,9,9,36,23,"0","MEC","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.093088639,-0.008681683,-0.164884467,-0.041625843,0.027314775,0.031522084,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,0.00164627036677758,"connected",0,0,1,0,0,-1,0,0,0,-1
"High-throughput PPI","Mecillinam_Penicillin G","Mecillinam","Penicillin G",3,8,8,23,15,"0","MEC","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.090896389,-0.15440365,-0.248523125,-0.137932539,-0.031293357,0.030800272,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Mecillinam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,0,-1,-1,0,0,-2
"High-throughput PPI","Mecillinam_Piperacillin","Mecillinam","Piperacillin",3,8,8,23,15,"0","MEC","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.0792574,-0.076516716,-0.454982791,-0.632539187,0.065026932,0.026155963,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Mecillinam-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,0,-1,-1,0,0,-2
"High-throughput PPI","Mecillinam_Rifampicin","Mecillinam","Rifampicin",2,9,9,99,54,"0","MEC","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.132687477,0.295773878,0.242164792,0.217173178,0.042675943,0.029854301,"Additivity","Antagonism","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Same","Mecillinam-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",2,0.00359381023086882,"connected",0,0,1,0,1,1,1,0,0,3
"High-throughput PPI","Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",5,1,1,9,5,"0","MEC","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.115221769,-0.05037104,0.068151067,-0.06126872,0.037195599,-0.038624628,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Mecillinam_Triclosan","Mecillinam","Triclosan",3,9,9,11,10,"0","MEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.08638066,-0.08577841,-0.037504893,-0.029923796,-0.038245059,0.039273208,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Mecillinam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Mecillinam_Trimethoprim","Mecillinam","Trimethoprim",4,8,9,9,9,"0","MEC","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.228821859,0.091123237,0.130445933,0.12762232,-0.046041549,-0.034668575,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,0,1,-1,0,0,0,0,0,-1
"High-throughput PPI","Meropenem_Novobiocin","Meropenem","Novobiocin",3,13,13,43,28,"0","MEM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.074089429,-0.100042714,-0.162022549,-0.025125262,0.04914106,-0.035827295,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,0.00164627036677758,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Meropenem_Penicillin G","Meropenem","Penicillin G",4,7,7,32,20,"0","MEM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.022390979,-0.111268039,-0.328360003,-0.271991515,-0.049163666,0.025804088,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,0,-1,0,0,0,-1
"High-throughput PPI","Meropenem_Piperacillin","Meropenem","Piperacillin",4,7,7,32,20,"0","MEM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.073097917,-0.161554188,-0.442742427,-0.296475539,0.029460805,-0.084089138,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,-1,-1,0,0,0,-2
"High-throughput PPI","Meropenem_Rifampicin","Meropenem","Rifampicin",3,20,20,99,59,"0","MEM","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.063167273,0.317823057,0.158610793,-0.038737913,-0.047064018,-0.027586149,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",2,0.00359381023086882,"connected",0,0,1,0,1,0,0,0,0,1
"High-throughput PPI","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",5,1,1,20,10,"0","MEM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.02821452,-0.105417466,0.015901437,-0.040127076,-0.065655478,0.046812545,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Meropenem_Trimethoprim","Meropenem","Trimethoprim",4,7,8,21,14,"0","MEM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.26189979,-0.095179138,-0.083575084,-0.067121067,0.054825356,0.059001928,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",3,0.00164627036677758,"connected",0,0,1,-1,0,0,0,0,0,-1
"High-throughput PPI","Metformin_Novobiocin","Metformin","Novobiocin",2,32,32,37,35,"0","MF","NVB","human drug","quinolones","human","DNA","human-targeted drug","antibiotic",0.161260742,0.181362655,-0.367893804,-0.161048669,-0.092796363,-0.03810446,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Novobiocin","human drug-quinolones","DNA-human","antibiotic-human-targeted drug",13,0.00728211401611587,"connected",0,0,0,0,0,-1,0,0,0,-1
"High-throughput PPI","Metformin_Penicillin G","Metformin","Penicillin G",3,12,12,40,26,"0","MF","PEN","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic",0.073926155,0.050441359,0.053931935,0.081491473,0.024865947,0.038397313,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Penicillin G","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,0.00359381023086882,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Metformin_Piperacillin","Metformin","Piperacillin",3,12,12,40,26,"0","MF","PIP","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic",0.06466441,0.091672837,-0.35264116,-0.43584446,-0.398713854,-0.509952545,"Additivity","Additivity","Additivity","Additivity","Additivity","Synergy","Different","Different","Different","Metformin-Piperacillin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",13,0.00728211401611587,"connected",0,0,0,0,0,0,0,0,-1,-1
"High-throughput PPI","Metformin_Rifampicin","Metformin","Rifampicin",2,33,33,99,66,"0","MF","RIF","human drug","RNA polymerase","human","DNA","human-targeted drug","antibiotic",0.194696747,0.20157339,-0.361177753,-0.159323284,0.109205185,0.027964713,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Rifampicin","human drug-RNA polymerase","DNA-human","antibiotic-human-targeted drug",13,0.00728211401611587,"connected",0,0,0,1,1,0,0,0,0,2
"High-throughput PPI","Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine",5,1,1,33,17,"0","MF","SMM","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic",-0.036551329,0.045807514,0.040047515,0.045790468,0.062199238,0.035394271,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Sulfamonomethoxine","folic acid biosynthesis-human drug","DNA-human","antibiotic-human-targeted drug",8,0.00192460284059004,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Metformin_Trimethoprim","Metformin","Trimethoprim",3,8,9,33,21,"0","MF","TMP","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic",0.077358393,0.146219949,0.126628491,0.224133085,0.05332541,-0.030723111,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Different","Metformin-Trimethoprim","folic acid biosynthesis-human drug","DNA-human","antibiotic-human-targeted drug",2,0.00359381023086882,"connected",0,0,0,0,0,1,1,0,0,2
"High-throughput PPI","Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",1,24,24,37,31,"1","MXF","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic",-0.212664607,0.199170693,0.094108653,-0.039329857,0.027280283,-0.04635133,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Moxifloxacin-Novobiocin","quinolones-quinolones","DNA-DNA","antibiotic-antibiotic",4,0.0012517615591806,"connected",1,1,1,0,1,0,0,0,0,1
"High-throughput PPI","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,11,12,38,25,"0","MXF","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",0.081331455,0.055527984,0.092938382,0.058714032,-0.215559434,0.036104615,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Moxifloxacin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",1,0.000629838166910599,"connected",0,0,1,0,0,0,0,-1,0,-1
"High-throughput PPI","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,11,12,38,25,"0","MXF","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.113802043,0.042681352,0.124006445,0.068160395,0.062404758,0.133086355,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Moxifloxacin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,0,1,0,0,1,0,0,0,1
"High-throughput PPI","Moxifloxacin_Rifampicin","Moxifloxacin","Rifampicin",2,29,30,99,64,"0","MXF","RIF","quinolones","RNA polymerase","DNA","DNA","antibiotic","antibiotic",0.250197239,0.07967937,0.042604888,0.085499486,0.062326765,0.091712431,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Rifampicin","quinolones-RNA polymerase","DNA-DNA","antibiotic-antibiotic",2,0.00359381023086882,"connected",0,1,1,0,0,0,0,0,0,0
"High-throughput PPI","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",5,1,1,30,15,"0","MXF","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.030760588,0.037674029,0.062737431,0.039016156,0.02936024,-0.061806287,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Sulfamonomethoxine","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,1,1,0,0,0,0,0,0,0
"High-throughput PPI","Moxifloxacin_Trimethoprim","Moxifloxacin","Trimethoprim",4,8,9,30,19,"0","MXF","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.14698121,0.12904342,0.079749467,-0.027710303,-0.01633751,-0.05219951,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Trimethoprim","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",12,0.00305847806406641,"connected",0,1,1,0,1,0,0,0,0,1
"High-throughput PPI","Novobiocin_Penicillin G","Novobiocin","Penicillin G",3,13,13,43,28,"0","NVB","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.03745407,0.027633383,0.044083906,-0.041259192,-0.083605694,-0.029289325,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Novobiocin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Novobiocin_Piperacillin","Novobiocin","Piperacillin",3,13,13,43,28,"0","NVB","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.065526063,-0.092736608,-0.082676808,-0.037692327,-0.054464223,-0.035052801,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Novobiocin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,0.00164627036677758,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Novobiocin_Rifampicin","Novobiocin","Rifampicin",2,36,36,99,68,"0","NVB","RIF","quinolones","RNA polymerase","DNA","DNA","antibiotic","antibiotic",0.140183451,-0.10857574,0.175236921,-0.130045183,-0.033497087,-0.036506249,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Novobiocin-Rifampicin","quinolones-RNA polymerase","DNA-DNA","antibiotic-antibiotic",10,0.00194983040427243,"connected",0,1,1,1,0,0,0,0,0,1
"High-throughput PPI","Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",5,1,1,36,19,"0","NVB","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.066328647,0.038095469,0.082967085,0.049561465,0.039456728,-0.035011491,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Novobiocin-Sulfamonomethoxine","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,1,1,0,0,0,0,0,0,0
"High-throughput PPI","Novobiocin_Triclosan","Novobiocin","Triclosan",3,11,11,36,24,"0","NVB","TRI","quinolones","other membrane","DNA","membrane","antibiotic","anti-infective",0.056867496,-0.072267537,-0.174185559,0.071407499,0.027329343,0.056102306,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Novobiocin-Triclosan","other membrane-quinolones","DNA-membrane","anti-infective-antibiotic",6,0.00234813801488896,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Novobiocin_Trimethoprim","Novobiocin","Trimethoprim",4,8,9,36,23,"0","NVB","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.087234887,0.140252539,0.077579694,-0.081899442,0.03274008,0.028000642,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Novobiocin-Trimethoprim","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",12,0.00305847806406641,"connected",0,1,1,0,1,0,0,0,0,1
"High-throughput PPI","Penicillin G_Piperacillin","Penicillin G","Piperacillin",4,7,7,32,20,"0","PEN","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.044091277,-0.137293835,0.074192917,-0.061017442,0.083031273,0.03624487,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Penicillin G-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,0.00305904974850015,"connected",1,1,1,0,-1,0,0,0,0,-1
"High-throughput PPI","Penicillin G_Rifampicin","Penicillin G","Rifampicin",3,20,20,99,59,"0","PEN","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.04077101,0.104780232,0.056680908,0.097064846,-0.059158196,0.022936913,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Penicillin G-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",5,1,1,20,10,"0","PEN","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.035618895,-0.030967843,0.038458864,-0.072433899,-0.046694612,0.019693989,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Penicillin G-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,0.00194983040427243,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Penicillin G_Triclosan","Penicillin G","Triclosan",3,8,8,22,15,"0","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",4,7,8,21,14,"0","PEN","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.075644948,0.10892675,0.10066855,-0.054725617,-0.066753153,0.032539234,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Penicillin G-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"connected",0,0,1,0,1,1,0,0,0,2
"High-throughput PPI","Piperacillin_Rifampicin","Piperacillin","Rifampicin",3,20,20,99,59,"0","PIP","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.04629637,-0.043268464,-0.10700676,0.088262684,0.042554169,0.044306579,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",4,0.0012517615591806,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",5,1,1,20,10,"0","PIP","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.052301078,-0.090997928,0.041127167,0.058950166,-0.062381801,0.055110438,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,0.0012517615591806,"connected",0,0,1,0,0,0,0,0,0,0
"High-throughput PPI","Piperacillin_Triclosan","Piperacillin","Triclosan",3,8,8,22,15,"0","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",4,7,8,21,14,"0","PIP","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.082761594,0.115617685,0.180282662,0.126745567,0.028767429,0.074772315,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Same","Piperacillin-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",2,0.00359381023086882,"connected",0,0,1,0,0,1,1,0,0,2
"High-throughput PPI","Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",4,1,1,99,50,"0","RIF","SMM","RNA polymerase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.166935419,-0.11132964,0.029679918,-0.064421154,-0.094867374,0.057344029,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Rifampicin-Sulfamonomethoxine","folic acid biosynthesis-RNA polymerase","DNA-DNA","antibiotic-antibiotic",5,0.00305904974850015,"connected",0,1,1,-1,0,0,0,0,0,-1
"High-throughput PPI","Rifampicin_Triclosan","Rifampicin","Triclosan",3,11,11,99,55,"0","RIF","TRI","RNA polymerase","other membrane","DNA","membrane","antibiotic","anti-infective",0.04912331,-0.088564652,0.059825685,0.039101588,-0.05560506,0.033723707,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Rifampicin-Triclosan","other membrane-RNA polymerase","DNA-membrane","anti-infective-antibiotic",9,0.00113943233689505,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Rifampicin_Trimethoprim","Rifampicin","Trimethoprim",3,8,9,99,54,"0","RIF","TMP","RNA polymerase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.100343238,0.086510085,-0.082656192,0.059395663,0.021436908,0.064482895,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Rifampicin-Trimethoprim","folic acid biosynthesis-RNA polymerase","DNA-DNA","antibiotic-antibiotic",8,0.00192460284059004,"connected",0,1,1,0,0,0,0,0,0,0
"High-throughput PPI","Sulfamonomethoxine_Triclosan","Sulfamonomethoxine","Triclosan",6,1,1,11,6,"0","SMM","TRI","folic acid biosynthesis","other membrane","DNA","membrane","antibiotic","anti-infective",-0.071679527,-0.060223017,-0.045918376,-0.059112924,-0.029888988,0.021011915,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Sulfamonomethoxine-Triclosan","folic acid biosynthesis-other membrane","DNA-membrane","anti-infective-antibiotic",3,0.00164627036677758,"connected",0,0,0,0,0,0,0,0,0,0
"High-throughput PPI","Sulfamonomethoxine_Trimethoprim","Sulfamonomethoxine","Trimethoprim",5,1,1,9,5,"0","SMM","TMP","folic acid biosynthesis","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.50044048,-0.341886375,-0.117187188,-0.182298983,0.045077741,0.051212223,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Sulfamonomethoxine-Trimethoprim","folic acid biosynthesis-folic acid biosynthesis","DNA-DNA","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,-1,-1,-1,-1,0,0,-4
"High-throughput PPI","Triclosan_Trimethoprim","Triclosan","Trimethoprim",3,8,9,11,10,"0","TRI","TMP","other membrane","folic acid biosynthesis","membrane","DNA","anti-infective","antibiotic",-0.082411394,0.023316536,-0.096538436,0.058824527,0.017541479,0.07104337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Triclosan-Trimethoprim","folic acid biosynthesis-other membrane","DNA-membrane","anti-infective-antibiotic",8,0.00192460284059004,"connected",0,0,0,0,0,0,0,0,0,0
